location,size,bedrooms,age,garden,garage,price
Bursa,293,5,6,1,1,313090.89075669914
Istanbul,299,4,3,1,0,302932.5974271535
Izmir,135,4,12,1,1,215087.35077429458
Izmir,157,3,18,0,1,193745.13736838932
Izmir,73,5,6,1,1,236971.27193352117
Istanbul,130,5,9,1,1,263798.34752868075
Antalya,251,2,24,0,0,146904.59216894893
Istanbul,207,1,43,1,1,156551.6778637894
Ankara,169,3,34,0,0,115129.41472794929
Bursa,108,5,24,0,1,154809.73422713229
Izmir,287,2,28,1,0,199014.27722445104
Ankara,264,1,11,1,1,210086.13913148892
Izmir,177,3,46,1,1,160566.12787681376
Bursa,273,3,39,0,0,181062.3043449898
Izmir,258,5,11,1,0,309962.52582324186
Bursa,163,3,5,0,0,162010.8629141172
Antalya,164,2,9,1,1,209983.1351129318
Ankara,258,3,1,1,1,280099.264325024
Bursa,63,4,44,1,1,110614.37450664656
Izmir,58,2,24,1,0,97613.74550244531
Izmir,89,1,6,0,0,97388.41759226687
Ankara,243,1,39,1,0,142869.97662886215
Antalya,286,5,22,1,1,309287.62775474734
Izmir,74,5,47,1,1,157713.23988605328
Antalya,152,4,10,1,0,199100.80690833458
Istanbul,250,1,35,0,1,194272.2620429247
Antalya,295,1,48,0,1,130118.33307897167
Izmir,71,1,47,1,1,56383.8344652825
Antalya,284,1,22,0,0,140850.58232877674
Antalya,287,3,42,1,0,216120.74564512225
Ankara,53,2,6,0,0,62786.137342475056
Ankara,203,2,26,1,1,184132.48829914228
Antalya,235,4,12,0,0,200662.87687234246
Istanbul,78,3,16,0,0,111193.27129048103
Izmir,158,1,31,0,1,102046.77983105012
Antalya,147,1,25,0,1,122110.82172708175
Bursa,264,5,21,0,1,239642.4934990363
Bursa,86,5,12,1,1,187195.58349547896
Bursa,124,4,11,0,0,163546.7922006814
Izmir,119,1,6,1,1,161461.94383690547
Antalya,195,4,0,1,1,279802.7208706148
Izmir,177,3,32,1,1,177836.50514593333
Bursa,134,2,13,1,1,154864.86661840382
Antalya,91,1,46,1,1,58020.940873437474
Izmir,149,3,42,1,1,175038.14965911844
Antalya,90,1,40,1,0,55083.90176364028
Antalya,215,5,16,1,0,242191.72761345762
Izmir,83,4,3,1,0,192170.37870675867
Ankara,66,5,38,1,0,126270.88397589028
Istanbul,214,2,0,1,1,273190.60438013705
Antalya,202,5,40,0,1,191066.95251264208
Istanbul,279,1,44,1,1,178164.2087547611
Antalya,171,5,23,1,0,232273.83989524748
Ankara,125,1,33,1,1,108327.88045864782
Antalya,136,2,33,0,1,116325.82626006103
Ankara,166,5,23,0,1,197221.37996624026
Antalya,155,4,14,1,1,211506.55307612076
Ankara,135,4,16,0,0,140238.73754724558
Bursa,262,4,12,0,1,232460.5976197505
Izmir,76,5,6,1,1,209364.05617537376
Istanbul,106,5,8,1,1,255680.39092598148
Antalya,80,5,43,0,0,90803.64826198878
Bursa,183,1,34,0,1,92499.24343084267
Ankara,268,2,22,1,1,228252.41314095398
Izmir,217,4,46,1,1,198514.24995141977
Izmir,147,1,38,1,1,118412.82113865971
Bursa,61,4,22,1,1,138585.18544869276
Antalya,286,1,25,1,1,182066.39315907846
Ankara,298,5,0,1,1,350382.9043313254
Ankara,102,4,13,0,0,129560.20175344174
Istanbul,248,5,31,1,0,262563.23969658505
Izmir,187,4,47,1,1,153857.6520903418
Istanbul,222,3,9,0,1,244004.61990191814
Antalya,194,1,0,1,0,179393.83240683237
Antalya,203,3,4,1,0,221909.1904564943
Istanbul,262,1,2,0,0,205357.10807317842
Istanbul,269,2,48,0,0,163419.3164803097
Ankara,239,4,49,1,1,188519.46657888158
Antalya,171,2,26,0,1,158365.25336699162
Izmir,95,2,21,1,1,153295.7513632491
Izmir,113,1,17,1,1,148891.86414624838
Bursa,179,3,15,0,1,175429.15532130055
Bursa,103,5,1,1,0,184435.93701411347
Antalya,156,1,46,1,0,79386.4751501756
Antalya,242,5,12,1,0,264851.7676166857
Ankara,100,2,44,1,0,65835.44910136797
Istanbul,230,5,15,0,0,231210.0808599089
Izmir,85,3,7,0,1,166752.94830172203
Istanbul,164,1,42,1,0,117098.94772462107
Bursa,75,3,7,1,0,136736.1762375093
Istanbul,78,3,9,1,1,191109.86208934773
Bursa,198,1,32,1,1,142991.86913515837
Ankara,60,3,30,1,1,112268.67893772834
Istanbul,89,4,11,0,1,178486.60706838523
Istanbul,60,4,8,0,1,162996.89732991756
Izmir,213,4,36,0,0,160062.31732159818
Izmir,162,5,8,1,1,246451.41292255968
Istanbul,236,3,47,1,1,198808.71345161664
Bursa,88,1,17,1,0,92763.68511055656
Izmir,281,1,29,0,0,154406.01850935823
Bursa,276,5,31,1,1,241236.16803944673
Izmir,103,1,39,0,1,60613.37278748327
Ankara,147,4,22,1,0,172873.56955057138
Istanbul,104,3,10,1,1,205570.12569262763
Antalya,160,1,19,1,1,182870.25937845962
Bursa,201,1,18,1,1,190123.17239312845
Izmir,295,2,35,0,1,171599.77745090734
Izmir,199,2,25,1,1,177201.98560100427
Bursa,118,2,9,1,0,122963.41748383117
Bursa,105,3,23,0,0,104289.9266742352
Bursa,82,4,12,0,1,129235.2542101225
Izmir,299,4,45,0,1,185435.96341603572
Istanbul,85,4,33,1,0,137077.44994074487
Bursa,288,3,28,1,0,204221.7734394786
Izmir,197,3,35,1,0,172472.9728046701
Istanbul,260,2,6,1,1,234847.4357320101
Antalya,276,1,29,0,0,139634.02665433544
Ankara,293,5,16,0,1,273327.32593053597
Antalya,284,5,47,0,1,235092.39327691606
Istanbul,130,1,12,0,1,131961.55322279778
Antalya,239,2,23,0,1,193714.4636838791
Izmir,158,1,30,1,1,151905.63362842423
Bursa,284,1,26,1,0,154064.07252233336
Ankara,275,5,49,1,0,218988.14215732
Izmir,250,2,20,0,0,173560.30266383186
Ankara,203,3,43,0,0,124250.80278311958
Izmir,243,5,0,1,1,325761.93147737376
Istanbul,294,3,14,1,0,289807.7066010646
Izmir,122,2,2,1,0,167769.2733878694
Izmir,250,1,5,1,0,217062.8218548032
Ankara,89,4,13,1,0,170795.60984417747
Ankara,66,4,37,1,0,128683.71088713544
Antalya,178,2,32,0,0,116127.70993004508
Ankara,266,4,37,1,1,235459.23802409018
Antalya,110,3,7,0,1,161773.0542089423
Antalya,220,4,25,1,0,218964.62196334006
Antalya,153,2,14,0,1,153738.43548687964
Istanbul,91,2,13,0,1,148732.522973267
Ankara,74,3,47,0,1,78859.6332557009
Istanbul,88,4,19,1,1,198849.52230529807
Antalya,84,4,47,1,1,155660.49839270563
Ankara,180,1,18,1,0,144363.13458687026
Izmir,291,5,32,1,1,295748.032654961
Bursa,278,2,35,0,1,160944.96979286472
Bursa,157,1,23,1,0,114281.74890276793
Ankara,221,2,9,1,1,205610.62385711801
Bursa,228,1,49,1,1,100977.2420921392
Izmir,271,5,33,0,0,207276.02418263894
Ankara,151,1,35,0,1,97049.67426671024
Bursa,147,2,46,1,0,90408.6633661714
Izmir,61,4,35,1,1,132025.77812566477
Antalya,68,2,15,1,1,118564.69009302452
Antalya,150,3,14,1,0,178765.90477003573
Izmir,93,3,17,0,1,135652.82806127533
Bursa,236,3,6,1,0,222797.24288653088
Bursa,98,3,46,1,1,100949.37822032487
Istanbul,238,5,21,0,1,257036.95555557415
Izmir,66,4,31,1,1,142778.9788642606
Istanbul,123,4,42,1,1,154233.42737124083
Ankara,106,2,18,1,0,132161.94863665669
Bursa,104,1,39,0,1,37438.86579793948
Bursa,290,2,0,0,1,227446.68098476037
Bursa,96,2,34,1,0,98754.65569601496
Bursa,61,2,4,1,0,124849.35335728509
Ankara,111,2,49,0,0,40824.98118514822
Antalya,129,4,11,0,1,197617.71737811685
Ankara,265,1,11,0,0,187558.69263824425
Istanbul,132,2,20,1,0,159252.10150008913
Izmir,57,4,18,0,0,114224.8061978849
Antalya,272,2,8,0,0,180617.017976245
Bursa,198,3,42,0,1,110605.65387741198
Antalya,130,2,48,1,1,97497.12767500881
Antalya,264,2,47,0,1,133211.0352099698
Izmir,278,5,35,1,0,245948.20934761618
Antalya,167,3,41,1,0,111303.23514628038
Ankara,257,1,46,1,0,135288.46004142228
Izmir,247,2,31,1,1,195913.24122741466
Bursa,249,1,34,0,0,114087.8304358955
Izmir,74,3,30,1,0,126851.87423764667
Istanbul,259,2,31,1,1,205141.59433136697
Bursa,138,5,36,1,1,165200.16335111228
Istanbul,61,4,31,0,1,125322.6974684378
Izmir,192,5,42,0,1,184650.26642803065
Bursa,108,5,36,0,1,135803.79489144593
Izmir,203,4,38,0,0,172516.07101625003
Izmir,282,4,37,1,0,246789.11806890665
Ankara,158,4,29,1,0,179639.33745650836
Antalya,75,2,31,1,1,102479.33660153279
Antalya,96,1,44,0,1,41511.60603228948
Istanbul,81,1,1,0,1,130389.45540678473
Izmir,59,4,10,0,1,165679.01249198496
Bursa,65,5,19,1,0,165039.43780296974
Izmir,248,3,36,1,0,191951.24463731758
Antalya,194,4,8,1,0,240708.0238227394
Antalya,200,5,37,0,0,169722.3398800276
Antalya,75,5,48,0,0,107482.86358374552
Ankara,262,2,18,1,0,195982.48681082125
Istanbul,135,2,39,0,0,82860.66330489694
Izmir,299,1,6,1,0,211043.2375466113
Ankara,184,1,4,1,1,167906.58511903815
Izmir,63,3,46,0,0,48935.66964307358
Antalya,128,3,41,1,0,126159.06816802552
Antalya,166,3,23,1,1,210844.6066111408
Istanbul,56,3,47,1,1,111439.44646798827
Izmir,186,5,40,1,0,205609.38209663317
Ankara,164,5,6,1,0,233075.51374036318
Ankara,225,1,10,0,1,141609.10796814197
Antalya,121,2,8,1,1,178471.49834444362
Ankara,291,2,48,0,1,167011.27832169717
Istanbul,108,4,29,1,0,181593.9546085046
Istanbul,264,5,40,0,1,233661.3434485197
Izmir,270,3,2,0,0,242593.9562620258
Ankara,131,3,21,0,1,156807.48987688066
Izmir,272,4,39,1,0,207016.8169060949
Istanbul,271,2,19,0,1,219181.8742057251
Ankara,165,3,31,1,0,130964.91169738927
Antalya,216,2,47,1,1,157635.0422232227
Antalya,276,4,6,0,1,271574.8842269498
Bursa,195,2,6,0,0,148896.93790526304
Antalya,236,2,19,1,0,214697.42011874693
Antalya,283,2,24,1,0,208318.88577194553
Izmir,152,3,44,1,1,164013.96886465824
Antalya,66,1,34,0,1,57069.27166491801
Antalya,63,5,43,1,1,142705.50450128203
Izmir,208,2,23,1,1,208989.23246303425
Istanbul,201,2,39,1,1,171729.18551889795
Antalya,276,2,12,1,0,245290.68413331517
Istanbul,157,1,47,1,0,89164.688534447
Istanbul,237,4,38,1,1,234427.53167609667
Antalya,94,3,3,1,1,187710.77682359688
Bursa,147,1,11,1,0,132197.095991513
Ankara,180,2,16,1,1,181523.3533070646
Istanbul,86,1,0,1,0,135088.6120074039
Bursa,220,1,16,1,0,161679.476728673
Istanbul,217,1,1,1,0,204420.59400055974
Izmir,267,4,5,0,0,237915.52786412017
Antalya,232,5,43,1,0,218142.17915736476
Izmir,264,3,10,1,1,261927.76540485193
Bursa,157,4,42,1,0,105293.86004172877
Ankara,88,4,17,1,1,188074.38121999448
Ankara,64,5,39,1,0,126538.07475299292
Antalya,169,4,24,0,1,186830.63793691917
Istanbul,290,1,38,1,0,204832.4660780381
Istanbul,53,1,27,0,1,71111.76215082196
Izmir,142,2,45,1,1,109507.5402028268
Istanbul,263,4,15,0,0,254423.33695949064
Ankara,202,2,11,0,0,176059.0382386032
Istanbul,190,3,40,1,0,173605.2454247863
Istanbul,259,1,28,0,1,168416.80436625067
Istanbul,210,3,22,0,0,167138.2141247855
Bursa,65,5,20,1,0,151188.69845614897
Istanbul,286,1,15,0,1,224662.66518029463
Antalya,219,3,47,0,0,96109.76437225705
Ankara,157,5,40,0,0,129272.80414439131
Ankara,175,3,44,1,1,184753.87527933932
Izmir,243,5,25,1,0,237891.57530329263
Izmir,104,5,36,1,1,182578.21273211727
Antalya,276,1,21,1,0,195652.1810161303
Istanbul,219,2,9,0,1,232499.2866011825
Bursa,83,5,6,1,1,203580.70911103825
Antalya,207,5,8,0,0,213729.48073432036
Izmir,296,1,24,1,1,222731.22100565757
Istanbul,62,2,45,1,0,66512.54196101728
Ankara,190,4,14,0,1,200130.95681914737
Antalya,67,4,12,0,1,167007.1880252494
Antalya,209,2,41,1,0,148686.25537932076
Bursa,145,3,45,1,0,101961.65831391879
Antalya,276,1,25,1,0,188818.3154548232
Ankara,172,2,20,1,1,183667.3470921954
Bursa,88,4,22,1,0,138124.37090629514
Istanbul,95,5,43,0,1,140164.0868181369
Izmir,293,4,27,1,1,286931.52823628444
Antalya,78,5,37,0,0,107748.73670479048
Istanbul,239,1,11,1,1,215916.74112383026
Antalya,290,5,23,1,0,288408.80918136874
Bursa,270,2,12,0,1,196528.39226410718
Istanbul,111,5,39,1,0,172143.5918705265
Izmir,294,3,47,0,1,171386.55647863765
Bursa,285,2,1,0,1,219675.5588864907
Istanbul,234,1,38,1,0,139500.28382707995
Izmir,65,2,11,0,1,136239.87348056788
Ankara,233,3,38,1,1,184600.8702720336
Istanbul,285,1,13,1,1,237871.8225090835
Izmir,288,4,29,1,1,263725.3436933452
Antalya,170,3,40,1,1,154954.0669456938
Izmir,59,1,49,1,0,24312.83908348476
Ankara,207,5,42,1,0,204532.93725427878
Ankara,202,2,47,1,1,138205.87694195137
Istanbul,152,1,18,0,0,108805.00976489439
Antalya,133,2,30,1,0,128092.3290451071
Ankara,182,5,42,0,1,150360.7986601372
Izmir,114,1,49,1,0,63197.22756979941
Izmir,271,4,42,1,1,249338.40444357568
Antalya,226,3,24,0,0,164155.09368359018
Bursa,52,1,3,0,1,82464.42056223721
Istanbul,222,5,49,0,1,181365.28260863665
Izmir,191,1,12,0,1,150914.05002797782
Antalya,169,2,35,1,1,155414.85612598486
Bursa,207,1,41,1,0,113345.44186129209
Istanbul,291,4,36,0,0,206207.40132609304
Bursa,117,1,2,1,1,155545.11337873797
Istanbul,195,3,15,0,0,186296.74524224157
Istanbul,239,1,25,0,1,192329.82314093603
Ankara,86,2,39,0,1,82312.63414473776
Izmir,202,1,38,0,0,105468.99194492151
Ankara,225,4,18,0,1,229881.45500421876
Istanbul,242,5,45,1,1,264283.80464161723
Bursa,230,1,14,0,0,124441.94392567812
Bursa,287,1,31,0,1,149983.46738427517
Antalya,256,3,48,1,1,197659.5825867323
Istanbul,122,4,20,0,0,156761.9714742765
Izmir,192,5,0,0,0,221648.81815890333
Bursa,98,2,5,1,1,141258.62096256154
Istanbul,170,1,26,1,0,136368.63592468668
Antalya,137,5,22,1,0,218670.19138010484
Istanbul,245,2,46,1,0,170478.13433026473
Bursa,189,4,30,1,0,162008.76960879326
Istanbul,236,4,11,0,0,230486.0125302083
Bursa,299,5,20,0,0,227246.63229765085
Antalya,86,2,1,0,1,139807.78156018304
Istanbul,110,4,4,1,1,235987.22967215607
Ankara,278,5,8,1,0,304168.3700684222
Ankara,220,4,19,1,0,228402.31778612942
Ankara,173,4,45,1,0,145115.29853151573
Bursa,247,4,17,1,1,249390.08814113372
Istanbul,88,3,21,1,1,187616.74435547518
Izmir,233,2,7,0,1,201981.27281569404
Antalya,112,5,33,1,1,194995.06733276573
Izmir,95,5,8,0,0,181167.12907019194
Istanbul,137,2,6,0,0,160731.83358141815
Bursa,60,2,29,0,0,42387.173851542386
Antalya,111,2,17,1,0,159174.4629365315
Ankara,126,2,26,1,0,123739.23459516131
Istanbul,275,1,15,1,1,270057.71883684193
Istanbul,202,5,20,1,0,250414.1388999427
Izmir,248,1,4,1,1,232260.0100814261
Ankara,101,4,28,0,0,133735.9155863621
Istanbul,53,4,46,0,0,88090.93268936918
Izmir,108,5,36,1,1,205747.58179089698
Bursa,121,4,42,0,1,112527.9999078126
Antalya,197,2,21,0,0,144277.87947739742
Ankara,142,1,13,1,1,164460.71994554062
Ankara,112,2,18,0,1,126920.22339798533
Antalya,103,4,34,0,1,148182.8270946556
Izmir,166,1,23,1,0,128279.41869531726
Ankara,292,2,41,0,0,141422.8009679209
Istanbul,286,5,5,1,0,318542.2966768191
Antalya,159,2,2,1,1,192797.99349052715
Izmir,123,4,33,1,1,190751.60500250463
Ankara,156,1,44,0,0,47885.99846634048
Bursa,275,5,49,0,0,146596.89162893468
Antalya,106,1,1,0,1,118921.84473941021
Ankara,267,5,14,1,0,276168.0773313885
Antalya,218,1,36,0,0,83703.89905000912
Izmir,290,4,14,0,1,257434.895467833
Bursa,299,5,31,1,1,267476.744671307
Ankara,52,3,20,1,0,102437.65627460173
Istanbul,169,1,16,1,1,183355.66224490353
Istanbul,55,1,33,0,1,45967.120946403695
Bursa,54,2,31,1,0,74425.9157544184
Bursa,54,5,49,0,1,80795.07917906839
Izmir,103,3,46,1,1,136761.0788024023
Bursa,96,4,22,1,0,128661.66558093428
Ankara,264,2,34,1,1,185605.39380946485
Izmir,226,3,36,1,1,203528.5737738459
Istanbul,58,5,42,0,0,103879.47208200346
Ankara,148,3,40,0,1,109430.88792013543
Antalya,69,1,36,0,0,13625.048631879505
Ankara,171,1,32,1,0,110320.01312428109
Bursa,290,2,24,0,1,222521.12227255257
Bursa,110,5,45,1,0,111358.5822688696
Ankara,172,5,36,1,0,196749.08433098526
Ankara,283,3,39,0,1,202236.6235677801
Antalya,212,2,20,1,0,185989.36102759463
Ankara,227,5,45,1,0,200447.36487858815
Bursa,131,1,47,0,1,29129.214603991117
Antalya,111,3,37,0,0,79196.72931049677
Bursa,194,4,39,1,0,169413.08918095357
Antalya,265,1,33,0,1,164910.80247390413
Ankara,52,2,18,1,1,125380.07106916157
Ankara,209,5,26,0,0,196722.09398411348
Izmir,276,1,8,1,0,222692.79762649586
Ankara,279,4,4,1,0,250591.7253448124
Izmir,62,4,4,1,1,186603.27711826877
Bursa,169,2,24,0,0,107321.65671870724
Ankara,174,1,25,0,1,114507.52335172231
Istanbul,288,3,18,1,0,259325.19854299593
Bursa,138,1,29,0,0,45068.620920506175
Izmir,122,4,35,0,1,149650.42592625416
Ankara,117,2,47,0,0,44408.2644353148
Bursa,191,2,47,1,1,124396.97227100025
Antalya,150,3,15,0,1,164500.00035277993
Antalya,147,2,6,0,0,134094.1802445422
Antalya,60,2,17,0,0,69561.13072664734
Bursa,154,2,20,1,1,146421.21173927188
Ankara,233,2,30,1,1,174246.9127803103
Istanbul,116,2,0,1,1,205679.41004049504
Ankara,172,4,2,0,0,211950.21487319685
Izmir,269,1,30,1,0,175782.8221294405
Istanbul,78,5,24,0,0,156072.0175005677
Bursa,186,2,7,0,0,136145.58221390998
Ankara,244,5,0,1,1,299284.5150163223
Ankara,202,5,6,0,1,250424.96625522897
Ankara,275,4,6,1,1,290223.5891489997
Ankara,125,2,7,0,0,112558.92419272759
Izmir,219,5,18,0,0,229047.82259411502
Izmir,58,2,16,0,0,66942.80917756587
Bursa,256,3,10,0,1,218882.7065953874
Ankara,89,3,46,0,1,74791.61612499585
Antalya,74,3,40,1,1,128364.26990532919
Bursa,54,5,48,1,1,123161.53088520266
Antalya,188,3,10,1,0,194384.28544238792
Istanbul,236,4,37,1,0,210498.0331427111
Ankara,275,4,40,0,0,177999.96175954238
Antalya,265,5,49,0,1,206476.54207915935
Izmir,173,2,1,1,1,231390.64841140644
Bursa,256,1,3,1,1,199752.83488569793
Ankara,87,2,49,0,1,46695.84984413791
Antalya,121,2,27,1,0,138386.44100967012
Izmir,182,2,32,0,0,99321.92373198223
Istanbul,225,2,10,0,1,216054.97495126922
Bursa,139,1,2,1,0,124750.73563186545
Bursa,195,3,39,0,1,108866.74233982341
Antalya,247,2,4,0,1,216128.41770356722
Ankara,86,4,20,1,1,192738.95492413975
Ankara,109,5,21,1,1,211064.3340900908
Ankara,225,5,36,0,1,210406.14738457624
Antalya,254,4,10,1,0,251089.5568040901
Bursa,77,2,43,0,0,27472.465725237023
Istanbul,246,1,21,1,0,196826.65276367805
Istanbul,254,3,40,0,0,164822.62945414853
Ankara,130,5,12,0,0,193106.09525328907
Izmir,163,3,2,0,0,201807.54605257654
Izmir,89,1,12,0,1,111841.94308336009
Ankara,94,5,27,0,1,149413.9510285411
Ankara,273,3,10,0,0,237286.406960165
Izmir,111,1,10,0,1,129468.65748104501
Antalya,142,3,20,0,1,157689.45458538702
Bursa,164,2,20,0,1,120942.55358976909
Bursa,235,1,6,1,0,183526.85421054883
Ankara,116,3,16,0,0,119274.42886085484
Izmir,105,2,47,1,0,76592.24161060502
Istanbul,89,2,13,1,1,167385.17345813417
Izmir,147,1,32,1,0,118254.41559243883
Ankara,89,4,10,0,0,140299.4493176485
Ankara,140,5,12,0,0,177130.6440916564
Izmir,254,1,0,1,1,240080.63850465402
Ankara,286,2,33,0,0,151157.8462610221
Bursa,82,2,8,0,0,105661.16913526064
Istanbul,55,1,12,0,0,85935.74273729167
Antalya,265,4,36,0,1,205114.48842372996
Antalya,196,5,29,0,0,199337.6377323969
Antalya,129,3,40,0,0,98546.80241779472
Izmir,217,1,44,1,1,134619.39745848966
Bursa,141,5,36,1,0,144773.61552751763
Bursa,146,5,46,1,0,135217.8565570991
Istanbul,108,2,6,1,0,153029.84007573317
Bursa,108,3,13,1,0,131857.2583394819
Antalya,97,1,47,0,1,29167.00728942398
Bursa,218,2,5,0,1,190953.74726436555
Ankara,62,2,33,0,1,73065.57971030893
Istanbul,156,4,15,1,0,203007.53903625897
Istanbul,94,5,36,1,0,155143.5235806701
Bursa,138,1,35,0,0,67611.1447886009
Ankara,230,1,45,1,0,101216.31343569339
Antalya,219,1,5,0,1,172326.47340694725
Bursa,149,2,7,0,0,140537.34746074825
Antalya,240,4,23,0,1,228765.59628960854
Antalya,204,3,2,1,0,203941.54484758072
Istanbul,215,2,3,1,0,209658.02568521025
Antalya,237,3,31,0,1,181099.3821676628
Istanbul,56,4,0,0,0,155281.82612394774
Istanbul,182,5,33,1,0,194995.46916089536
Bursa,284,1,44,1,0,139826.20387801903
Antalya,94,3,8,1,0,158786.71810850973
Antalya,107,2,11,1,1,147899.10025209805
Ankara,298,3,9,0,0,209249.38788811388
Ankara,292,5,9,0,1,281245.36112999514
Istanbul,80,1,49,1,1,68994.05446468302
Istanbul,72,3,43,1,0,116128.83281365555
Istanbul,219,5,47,1,0,230721.65108117944
Ankara,187,2,22,1,1,177683.25878933503
Izmir,209,4,5,0,1,230128.09715356625
Antalya,156,2,23,1,0,160187.55619039334
Istanbul,230,1,23,1,0,170298.53373177114
Bursa,207,2,20,0,1,137754.31092916866
Bursa,88,2,41,1,0,73128.92298883494
Izmir,208,2,30,0,0,143615.8975341879
Izmir,131,2,46,0,1,78964.58716005564
Izmir,149,1,40,0,0,52428.61375897402
Antalya,51,5,29,1,1,154908.1778561358
Istanbul,255,3,33,0,0,191952.41140756558
Antalya,126,4,17,1,1,189691.7909062516
Istanbul,270,3,11,1,1,271110.51420011924
Ankara,61,3,34,0,1,96410.8432825684
Antalya,88,4,6,0,1,173383.14450504477
Bursa,243,1,40,0,1,102716.61504490724
Izmir,273,4,39,1,0,242283.94970993183
Ankara,62,1,24,1,0,77512.32202126368
Bursa,95,3,5,0,1,157291.27728930334
Istanbul,204,1,0,1,1,213259.15484247135
Izmir,162,5,45,0,1,166632.31294838528
Antalya,282,4,15,1,1,290168.3275723828
Izmir,66,5,47,1,1,145140.9551619904
Izmir,153,3,3,1,0,205422.0576044691
Antalya,272,4,28,1,1,242302.96923934732
Ankara,147,3,37,0,0,116306.65007067892
Antalya,237,5,46,0,1,198491.32817574477
Istanbul,241,3,27,0,1,242881.91384364016
Izmir,137,4,21,1,0,207441.95789104767
Bursa,158,4,7,1,1,213344.09036285788
Ankara,212,3,31,0,1,155369.69797947747
Ankara,289,4,32,0,0,202618.53120921226
Istanbul,119,4,12,0,0,194130.78404593037
Antalya,260,3,26,1,1,223887.7963803222
Izmir,207,5,17,0,0,211442.1406298984
Bursa,248,4,17,0,1,213658.00938887527
Izmir,123,4,12,0,0,163677.0370292954
Bursa,282,4,21,0,1,216880.48538063664
Antalya,273,4,13,0,0,243730.30381376692
Antalya,275,3,10,0,1,263028.9247761189
Antalya,112,5,38,0,0,127965.48018243586
Antalya,205,5,49,0,0,144232.01758799457
Istanbul,109,1,21,0,1,122387.09384970482
Izmir,128,4,35,1,1,179689.7587203965
Bursa,271,4,16,0,1,235201.51742505765
Antalya,86,1,31,0,0,62117.60382349156
Antalya,270,5,13,0,1,246427.59807665434
Bursa,71,2,41,1,1,87860.99841931416
Bursa,245,2,28,1,0,166017.57145564753
Bursa,197,5,5,0,0,218061.34710577704
Izmir,145,4,49,1,1,141304.51680920858
Izmir,277,2,3,1,1,261531.5729838694
Bursa,291,3,10,0,0,221799.83701362784
Istanbul,117,3,44,1,0,128194.90355101287
Ankara,268,1,39,1,1,161685.18282065142
Istanbul,241,5,9,0,0,250368.0831878578
Ankara,66,5,27,0,0,110611.7911362146
Istanbul,61,2,10,1,1,141335.60715534526
Ankara,199,4,34,0,1,170342.98700458914
Ankara,194,5,14,0,1,219970.63533977608
Izmir,187,2,7,0,0,159578.19960893632
Antalya,167,2,19,1,1,188306.07278631712
Izmir,242,5,49,0,0,170306.5695741746
Ankara,71,2,20,1,0,115232.10759744025
Izmir,267,1,0,1,0,237972.06486691494
Istanbul,169,1,28,0,0,118120.54676855342
Izmir,259,5,23,1,1,281002.159675166
Bursa,99,4,29,0,0,119956.78020615276
Izmir,63,1,39,0,1,45002.24952231803
Istanbul,241,1,34,0,0,134496.65010275872
Antalya,224,5,32,0,0,204762.79468785023
Izmir,78,3,19,0,1,144879.09654827396
Antalya,253,2,15,1,1,226404.11575263832
Ankara,213,1,8,1,1,188127.83113693722
Bursa,276,3,30,0,1,192216.5651388488
Antalya,229,4,16,1,1,242682.34973584834
Ankara,174,3,30,1,1,168775.56403415397
Antalya,253,5,47,1,0,204649.66404242715
Ankara,56,4,22,1,1,164221.40224600583
Bursa,78,4,5,0,0,136426.03704318975
Bursa,188,3,29,0,0,144659.02578154716
Antalya,82,5,6,0,1,204644.4599606172
Ankara,183,1,47,1,0,88816.43531022631
Antalya,160,3,39,1,0,149831.05378636133
Antalya,128,1,41,0,1,63591.422019124846
Istanbul,209,3,45,0,1,161347.14441956725
Istanbul,228,1,10,1,0,204886.91988677834
Izmir,252,3,33,0,1,188182.65383667746
Antalya,107,4,11,1,1,204292.94483112232
Izmir,264,2,44,0,0,124784.6804372524
Izmir,75,4,46,0,1,99202.92561270781
Bursa,275,1,26,1,1,193581.26716652224
Bursa,223,5,11,0,1,254583.7076216862
Antalya,275,4,12,0,0,243956.99678261133
Bursa,78,2,7,0,0,84116.31477820064
Istanbul,53,1,15,0,1,90789.56198209459
Istanbul,258,4,28,0,1,217279.9634679828
Izmir,148,3,34,0,1,148156.95237318828
Istanbul,190,5,28,1,0,224894.72689298663
Bursa,282,1,30,1,0,180286.8276265265
Ankara,88,4,12,1,1,187407.87030975326
Istanbul,64,1,11,1,1,129756.16921956111
Izmir,168,3,1,1,0,212290.56118139878
Antalya,78,2,32,0,1,98947.8122500997
Antalya,206,4,7,0,1,232537.5110361493
Istanbul,124,1,40,1,0,100542.63563794641
Istanbul,165,1,39,0,1,113191.81602696382
Istanbul,81,1,48,0,1,54553.949618218605
Bursa,179,2,40,0,0,88276.45790958156
Izmir,224,1,31,0,1,145607.92370021166
Bursa,255,5,37,0,0,194591.22625423127
Antalya,133,5,27,1,0,206695.80739044244
Izmir,71,1,14,1,0,111748.67753421684
Istanbul,252,5,22,0,1,264821.2695293851
Antalya,76,4,23,1,1,173435.94013216998
Istanbul,244,5,12,1,1,302551.874374554
Istanbul,130,1,20,1,1,160396.68447945465
Ankara,175,3,11,1,0,185682.09320798673
Antalya,285,4,12,0,0,231317.7519722445
Bursa,233,2,38,1,0,146400.88265549418
Izmir,141,1,22,0,1,118274.76153623256
Ankara,270,2,49,1,0,154142.1556898181
